excerpt,author,book,bucket
"The embroidery, which was a matter for thought, the design being difficult and the colours wanting consideration, brought lapses into the dialogue when she seemed to be engrossed in her skeins of silk, or, with head a little drawn back and eyes narrowed, considered the effect of the whole. Thus she merely said, “Um-m-m” to St. John’s next remark, “I shall ask her to go for a walk with me.”",Virginia Woolf,woolf_the_voyage_out,short
"When she had heard what one of the million voices speaking in the paper had to say, and noticed that a cousin of hers had married a clergyman at Minehead—ignoring the drunken women, the golden animals of Crete, the movements of battalions, the dinners, the reforms, the fires, the indignant, the learned and benevolent, Mrs. Thornbury went upstairs to write a letter for the mail.",Virginia Woolf,woolf_the_voyage_out,short
"found her lying on the great polar-bear skin in their bedroom, half-undressed, for they were dining with the Greens in Wilton Crescent, the ruddy firelight making the diamonds wink and twinkle on her bare arms and in the delicious curve of her breast—a vision of adorable femininity. He forgave her all.’ (Well, this goes from bad to worse, and finally about fifty pages later, Hugh takes a week-end ticket to Swanage and ‘has it out with himself on the downs above Corfe.’ . . . Here there’s fifteen pages or so which we’ll skip. The conclusion is . . .)",Virginia Woolf,woolf_the_voyage_out,short
"“If it weren’t for the goats there’d be no music, my dear; music depends upon goats,” said her father rather sharply, and Mr. Pepper went on to describe the white, hairless, blind monsters lying curled on the ridges of sand at the bottom of the sea, which would explode if you brought them to the surface, their sides bursting asunder and scattering entrails to the winds when released from pressure, with considerable detail and with such show of knowledge, that Ridley was disgusted, and begged him to stop.",Virginia Woolf,woolf_the_voyage_out,short
"“Mr. Richard Dalloway,” continued Vinrace, “seems to be a gentleman who thinks that because he was once a member of Parliament, and his wife’s the daughter of a peer, they can have what they like for the asking. They got round poor little Jackson anyhow. Said they must have passages—produced a letter from Lord Glenaway, asking me as a personal favour—overruled any objections Jackson made (I don’t believe they came to much), and so there’s nothing for it but to submit, I suppose.”",Virginia Woolf,woolf_the_voyage_out,short
"How hushed is Fieldhead this evening! All but Moore--Miss Keeldar, the whole family of the Sympsons, even Henry--are gone to Nunnely. Sir Philip would have them come; he wished to make them acquainted with his mother and sisters, who are now at the priory. Kind gentleman as the baronet is, he asked the tutor too; but the tutor would much sooner have made an appointment with the ghost of the Earl of Huntingdon to meet him, and a shadowy ring of his merry men, under the canopy of the thickest, blackest, oldest oak in Nunnely Forest. Yes, he would rather have appointed tryst with a phantom abbess, or mist-pale nun, among the wet and weedy relics of that ruined sanctuary of theirs, mouldering in the core of the wood. Louis Moore longs to have something near him to-night; but not the boy-baronet, nor his benevolent but stern mother, nor his patrician sisters, nor one soul of the Sympsons.",Charlotte Brontë,bronte_shirley,long
"Miss Moore--to whom the position of witness to an altercation in which she took no part was highly displeasing, as being an unimportant secondary post--now rallying her dignity, prepared to utter a discourse which was to prove both parties in the wrong, and to make it clear to each disputant that she had reason to be ashamed of herself, and ought to submit humbly to the superior sense of the individual then addressing her. Fortunately for her audience, she had not harangued above ten minutes when Sarah's entrance with the tea-tray called her attention, first to the fact of that damsel having a gilt comb in her hair and a red necklace round her throat, and secondly, and subsequently to a pointed remonstrance, to the duty of making tea. After the meal Rose restored her to good-humour by bringing her guitar and asking for a song, and afterwards engaging her in an intelligent and sharp cross-examination about guitar-playing and music in general.",Charlotte Brontë,bronte_shirley,long
"Shirley, who could not be inhospitable, now called out the neglected pair in the oak parlour. She convoyed Donne past his dread enemy Tartar, who, with his nose on his fore paws, lay snoring under the meridian sun. Donne was not grateful--he never _was_ grateful for kindness and attention--but he was glad of the safeguard. Miss Keeldar, desirous of being impartial, offered the curates flowers. They accepted them with native awkwardness. Malone seemed specially at a loss, when a bouquet filled one hand, while his shillelah occupied the other. Donne's ""Thank you!"" was rich to hear. It was the most fatuous and arrogant of sounds, implying that he considered this offering a homage to his merits, and an attempt on the part of the heiress to ingratiate herself into his priceless affections. Sweeting alone received the posy like a smart, sensible little man, as he was, putting it gallantly and nattily into his buttonhole.",Charlotte Brontë,bronte_shirley,long
"""You know the surest path to the heart of each swain, I doubt not,"" said Moore quietly. He looked very content to have at last secured his present place; but he made no fine speech expressive of gratification, and offered no apology for the trouble he had given. His phlegm became him wonderfully. It made him look handsomer, he was so composed; it made his vicinage pleasant, it was so peace-restoring. You would not have thought, to look at him, that he was a poor, struggling man seated beside a rich woman; the calm of equality stilled his aspect; perhaps that calm, too, reigned in his soul. Now and then, from the way in which he looked down on Miss Keeldar as he addressed her, you would have fancied his station towered above hers as much as his stature did. Almost stern lights sometimes crossed his brow and gleamed in his eyes. Their conversation had become animated, though it was confined to a low key; she was urging him with questions--evidently he refused to her curiosity all the gratification it demanded. She sought his eye once with hers. You read, in its soft yet eager expression, that it solicited clearer replies. Moore smiled pleasantly, but his lips continued sealed. Then she was piqued, and turned away; but he recalled her attention in two minutes. He seemed making promises, which he soothed her into accepting in lieu of information.",Charlotte Brontë,bronte_shirley,long
"It is burning weather. The air is deep azure and red gold. It fits the time; it fits the age; it fits the present spirit of the nations. The nineteenth century wantons in its giant adolescence; the Titan boy uproots mountains in his game, and hurls rocks in his wild sport. This summer Bonaparte is in the saddle; he and his host scour Russian deserts. He has with him Frenchmen and Poles, Italians and children of the Rhine, six hundred thousand strong. He marches on old Moscow. Under old Moscow's walls the rude Cossack waits him. Barbarian stoic! he waits without fear of the boundless ruin rolling on. He puts his trust in a snow-cloud; the wilderness, the wind, and the hail-storm are his refuge; his allies are the elements--air, fire, water. And what are these? Three terrible archangels ever stationed before the throne of Jehovah. They stand clothed in white, girdled with golden girdles; they uplift vials, brimming with the wrath of God. Their time is the day of vengeance; their signal, the word of the Lord of hosts, ""thundering with the voice of His excellency.""",Charlotte Brontë,bronte_shirley,long
"But come, friends, whether Quakers or cotton-printers, let us hold a peace-congress, and let out our venom quietly. We have been talking with unseemly zeal about bloody battles and butchering generals; we arrive now at a triumph in your line. On the 18th of June 1812 the Orders in Council were repealed, and the blockaded ports thrown open. You know very well--such of you as are old enough to remember--you made Yorkshire and Lancashire shake with your shout on that occasion. The ringers cracked a bell in Briarfield belfry; it is dissonant to this day. The Association of Merchants and Manufacturers dined together at Stilbro', and one and all went home in such a plight as their wives would never wish to witness more. Liverpool started and snorted like a river-horse roused amongst his reeds by thunder. Some of the American merchants felt threatenings of apoplexy, and had themselves bled--all, like wise men, at this first moment of prosperity, prepared to rush into the bowels of speculation, and to delve new difficulties, in whose depths they might lose themselves at some future day. Stocks which had been accumulating for years now went off in a moment, in the twinkling of an eye. Warehouses were lightened, ships were laden; work abounded, wages rose; the good time seemed come. These prospects might be delusive, but they were brilliant--to some they were even true. At that epoch, in that single month of June, many a solid fortune was realized.",Charlotte Brontë,bronte_shirley,long
"During this conversation Mrs. Pryor looked far from easy. Her extreme habitual reserve would rarely permit her to talk freely or to interrogate others closely. She could think a multitude of questions she never ventured to put, give advice in her mind which her tongue never delivered. Had she been alone with Caroline, she might possibly have said something to the point: Miss Keeldar's presence, accustomed as she was to it, sealed her lips. Now, as on a thousand other occasions, inexplicable nervous scruples kept her back from interfering. She merely showed her concern for Miss Helstone in an indirect way, by asking her if the fire made her too warm, placing a screen between her chair and the hearth, closing a window whence she imagined a draught proceeded, and often and restlessly glancing at her. Shirley resumed: ""Having destroyed your plan,"" she said, ""which I hope I have done, I shall construct a new one of my own. Every summer I make an excursion. This season I propose spending two months either at the Scotch lochs or the English lakes--that is, I shall go there provided you consent to accompany me. If you refuse, I shall not stir a foot.""",Charlotte Brontë,bronte_shirley,long
"She paid her visits--first to Miss Mann, for this was the most difficult point. Miss Mann was certainly not quite a lovable person. Till now, Caroline had always unhesitatingly declared she disliked her, and more than once she had joined her cousin Robert in laughing at some of her peculiarities. Moore was not habitually given to sarcasm, especially on anything humbler or weaker than himself; but he had once or twice happened to be in the room when Miss Mann had made a call on his sister, and after listening to her conversation and viewing her features for a time, he had gone out into the garden where his little cousin was tending some of his favourite flowers, and while standing near and watching her he had amused himself with comparing fair youth, delicate and attractive, with shrivelled eld, livid and loveless, and in jestingly repeating to a smiling girl the vinegar discourse of a cankered old maid. Once on such an occasion Caroline had said to him, looking up from the luxuriant creeper she was binding to its frame, ""Ah! Robert, you do not like old maids. I, too, should come under the lash of your sarcasm if I were an old maid.""",Charlotte Brontë,bronte_shirley,long
"""I wonder how often it has been settled that I was to be married since I came to Briarfield. They have assigned me every marriageable single woman by turns in the district. Now it was the two Misses Wynns--first the dark, then the light one; now the red-haired Miss Armitage; then the mature Ann Pearson. At present you throw on my shoulders all the tribe of the Misses Sykes. On what grounds this gossip rests God knows. I visit nowhere; I seek female society about as assiduously as you do, Mr. Malone. If ever I go to Whinbury, it is only to give Sykes or Pearson a call in their counting-house, where our discussions run on other topics than matrimony, and our thoughts are occupied with other things than courtships, establishments, dowries. The cloth we can't sell, the hands we can't employ, the mills we can't run, the perverse course of events generally, which we cannot alter, fill our hearts, I take it, pretty well at present, to the tolerably complete exclusion of such figments as love-making, etc.""",Charlotte Brontë,bronte_shirley,long
"""I've not much faith i' Moses Barraclough,"" said he, ""and I would speak a word to you myseln, Mr. Moore. It's out o' no ill-will that I'm here, for my part; it's just to mak a effort to get things straightened, for they're sorely a-crooked. Ye see we're ill off--varry ill off; wer families is poor and pined. We're thrown out o' work wi' these frames; we can get nought to do; we can earn nought. What is to be done? Mun we say, wisht! and lig us down and dee? Nay; I've no grand words at my tongue's end, Mr. Moore, but I feel that it wad be a low principle for a reasonable man to starve to death like a dumb cratur. I willn't do't. I'm not for shedding blood: I'd neither kill a man nor hurt a man; and I'm not for pulling down mills and breaking machines--for, as ye say, that way o' going on'll niver stop invention; but I'll talk--I'll mak as big a din as ever I can. Invention may be all right, but I know it isn't right for poor folks to starve. Them that governs mun find a way to help us; they mun make fresh orderations. Ye'll say that's hard to do. So mich louder mun we shout out then, for so much slacker will t' Parliament-men be to set on to a tough job.""",Charlotte Brontë,bronte_shirley,long
"Yes, it was the same man, only seen on a different side--a side Caroline had not yet fairly beheld, though perhaps she had enough sagacity faintly to suspect its existence. Well, Caroline had, doubtless, her defective side too. She was human. She must, then, have been very imperfect; and had she seen Moore on his very worst side, she would probably have said this to herself and excused him. Love can excuse anything except meanness; but meanness kills love, cripples even natural affection; without esteem true love cannot exist. Moore, with all his faults, might be esteemed; for he had no moral scrofula in his mind, no hopeless polluting taint--such, for instance, as that of falsehood; neither was he the slave of his appetites. The active life to which he had been born and bred had given him something else to do than to join the futile chase of the pleasure-hunter. He was a man undegraded, the disciple of reason, _not_ the votary of sense. The same might be said of old Helstone. Neither of these two would look, think, or speak a lie; for neither of them had the wretched black bottle, which had just been put away, any charms. Both might boast a valid claim to the proud title of ""lord of the creation,"" for no animal vice was lord of them; they looked and were superior beings to poor Sykes.",Charlotte Brontë,bronte_shirley,long
"""For my private plans, I'll keep them to myself--which is very easy, as at present I have none. No private life is permitted a man in my position--a man in debt. For my public plans, my views are a little altered. While I was in Birmingham I looked a little into reality, considered closely and at their source the causes of the present troubles of this country. I did the same in London. Unknown, I could go where I pleased, mix with whom I would. I went where there was want of food, of fuel, of clothing; where there was no occupation and no hope. I saw some, with naturally elevated tendencies and good feelings, kept down amongst sordid privations and harassing griefs. I saw many originally low, and to whom lack of education left scarcely anything but animal wants, disappointed in those wants, ahungered, athirst, and desperate as famished animals. I saw what taught my brain a new lesson, and filled my breast with fresh feelings. I have no intention to profess more softness or sentiment than I have hitherto professed; mutiny and ambition I regard as I have always regarded them. I should resist a riotous mob just as heretofore; I should open on the scent of a runaway ringleader as eagerly as ever, and run him down as relentlessly, and follow him up to condign punishment as rigorously; but I should do it now chiefly for the sake and the security of those he misled. Something there is to look to, Yorke, beyond a man's personal interest, beyond the advancement of well-laid schemes, beyond even the discharge of dishonouring debts. To respect himself, a man must believe he renders justice to his fellow-men. Unless I am more considerate to ignorance, more forbearing to suffering, than I have",Charlotte Brontë,bronte_shirley,long
"""Joe, you're insupportable,"" here broke in Mr. Moore. ""You spin out your explanation as Moses spins out his sermons. The long and short of it is, Murgatroyd was jealous of Barraclough; and last night, as he and a friend took shelter in a barn from a shower, they heard and saw Moses conferring with some associates within. From their discourse it was plain he had been the leader, not only at Stilbro' Moor, but in the attack on Sykes's property. Moreover they planned a deputation to wait on me this morning, which the tailor is to head, and which, in the most religious and peaceful spirit, is to entreat me to put the accursed thing out of my tent. I rode over to Whinbury this morning, got a constable and a warrant, and I am now waiting to give my friend the reception he deserves. Here, meantime, comes Sykes. Mr. Helstone, you must spirit him up. He feels timid at the thoughts of prosecuting.""",Charlotte Brontë,bronte_shirley,long
"Occasionally--but this happened very rarely--she spent the evening at Hollow's Cottage. Sometimes during these visits Moore was away attending a market; sometimes he was gone to Mr. Yorke's; often he was engaged with a male visitor in another room; but sometimes, too, he was at home, disengaged, free to talk with Caroline. When this was the case, the evening hours passed on wings of light; they were gone before they were counted. There was no room in England so pleasant as that small parlour when the three cousins occupied it. Hortense, when she was not teaching, or scolding, or cooking, was far from ill-humoured; it was her custom to relax towards evening, and to be kind to her young English kinswoman. There was a means, too, of rendering her delightful, by inducing her to take her guitar and sing and play. She then became quite good-natured. And as she played with skill, and had a well-toned voice, it was not disagreeable to listen to her. It would have been absolutely agreeable, except that her formal and self-important character modulated her strains, as it impressed her manners and moulded her countenance.",Charlotte Brontë,bronte_shirley,long
"Flattered and fawned upon as Shirley was just now, it appeared she was not absolutely spoiled--that her better nature did not quite leave her. Universal report had indeed ceased to couple her name with that of Moore, and this silence seemed sanctioned by her own apparent oblivion of the absentee; but that she had not _quite_ forgotten him--that she still regarded him, if not with love, yet with interest--seemed proved by the increased attention which at this juncture of affairs a sudden attack of illness induced her to show that tutor-brother of Robert's, to whom she habitually bore herself with strange alternations of cool reserve and docile respect--now sweeping past him in all the dignity of the moneyed heiress and prospective Lady Nunnely, and anon accosting him as abashed school-girls are wont to accost their stern professors; bridling her neck of ivory and curling her lip of carmine, if he encountered her glance, one minute, and the next submitting to the grave rebuke of his eye with as much contrition as if he had the power to inflict penalties in case of contumacy.",Charlotte Brontë,bronte_shirley,long
"With all this care it seemed strange the sick girl did not get well; yet such was the case. She wasted like any snow-wreath in thaw; she faded like any flower in drought. Miss Keeldar, on whose thoughts danger or death seldom intruded, had at first entertained no fears at all for her friend; but seeing her change and sink from time to time when she paid her visits, alarm clutched her heart. She went to Mr. Helstone and expressed herself with so much energy that that gentleman was at last obliged, however unwillingly, to admit the idea that his niece was ill of something more than a migraine; and when Mrs. Pryor came and quietly demanded a physician, he said she might send for two if she liked. One came, but that one was an oracle. He delivered a dark saying of which the future was to solve the mystery, wrote some prescriptions, gave some directions--the whole with an air of crushing authority--pocketed his fee, and went. Probably he knew well enough he could do no good, but didn't like to say so.",Charlotte Brontë,bronte_shirley,long
"Caroline's ears yet rung with that thrilling whisper, ""I expect Mr. Moore,"" her heart yet beat and her cheek yet glowed with it, when a note from the organ pealed above the confused hum of the place. Dr. Boultby, Mr. Helstone, and Mr. Hall rose, so did all present, and grace was sung to the accompaniment of the music; and then tea began. She was kept too busy with her office for a while to have leisure for looking round, but the last cup being filled, she threw a restless glance over the room. There were some ladies and several gentlemen standing about yet unaccommodated with seats. Amidst a group she recognized her spinster friend, Miss Mann, whom the fine weather had tempted, or some urgent friend had persuaded, to leave her drear solitude for one hour of social enjoyment. Miss Mann looked tired of standing; a lady in a yellow bonnet brought her a chair. Caroline knew well that _chapeau en satin jaune_; she knew the black hair, and the kindly though rather opinionated and froward-looking face under it; she knew that _robe de soie noire_, she knew even that _schall gris de lin_; she knew, in short, Hortense Moore, and she wanted to jump up and run to her and kiss her--to give her one embrace for her own sake and two for her brother's. She half rose, indeed, with a smothered exclamation, and perhaps--for the impulse was very strong--she would have run across the room and actually saluted her; but a hand replaced her in her seat, and a voice behind her whispered, ""Wait till after tea, Lina, and then I'll bring her to you.""",Charlotte Brontë,bronte_shirley,long
"The brown-panelled parlour was furnished all in old style, and with real old furniture. On each side of the high mantelpiece stood two antique chairs of oak, solid as silvan thrones, and in one of these sat a lady. But if this were Miss Keeldar, she must have come of age at least some twenty years ago. She was of matronly form, and though she wore no cap, and possessed hair of quite an undimmed auburn, shading small and naturally young-looking features, she had no youthful aspect, nor apparently the wish to assume it. You could have wished her attire of a newer fashion. In a well-cut, well-made gown hers would have been no uncomely presence. It puzzled you to guess why a garment of handsome materials should be arranged in such scanty folds, and devised after such an obsolete mode. You felt disposed to set down the wearer as somewhat eccentric at once.",Charlotte Brontë,bronte_shirley,long
"Helstone and Moore being both in excellent spirits, and united for the present in one cause, you would expect that, as they rode side by side, they would converse amicably. Oh no! These two men, of hard, bilious natures both, rarely came into contact but they chafed each other's moods. Their frequent bone of contention was the war. Helstone was a high Tory (there were Tories in those days), and Moore was a bitter Whig--a Whig, at least, as far as opposition to the war-party was concerned, that being the question which affected his own interest; and only on that question did he profess any British politics at all. He liked to infuriate Helstone by declaring his belief in the invincibility of Bonaparte, by taunting England and Europe with the impotence of their efforts to withstand him, and by coolly advancing the opinion that it was as well to yield to him soon as late, since he must in the end crush every antagonist, and reign supreme.",Charlotte Brontë,bronte_shirley,long
"""My dear, we will not discuss the point. I should be the last person to wish to instil into your mind any feeling of dissatisfaction with your lot in life, or any sentiment of envy or insubordination towards your superiors. Implicit submission to authorities, scrupulous deference to our betters (under which term I, of course, include the higher classes of society), are, in my opinion, indispensable to the well-being of every community. All I mean to say, my dear, is that you had better not attempt to be a governess, as the duties of the position would be too severe for your constitution. Not one word of disrespect would I breathe towards either Mrs. or Miss Hardman; only, recalling my own experience, I cannot but feel that, were you to fall under auspices such as theirs, you would contend a while courageously with your doom, then you would pine and grow too weak for your work; you would come home--if you still had a home--broken down. Those languishing years would follow of which none but the invalid and her immediate friends feel the heart-sickness and know the burden. Consumption or decline would close the chapter. Such is the history of many a life. I would not have it yours. My dear, we will now walk about a little, if you please.""",Charlotte Brontë,bronte_shirley,long
"“Commencez!” cried I, when they had all produced their books. The moon-faced youth (by name Jules Vanderkelkov, as I afterwards learnt) took the first sentence. The “livre de lecture” was the “Vicar of Wakefield,” much used in foreign schools because it is supposed to contain prime samples of conversational English; it might, however, have been a Runic scroll for any resemblance the words, as enunciated by Jules, bore to the language in ordinary use amongst the natives of Great Britain. My God! how he did snuffle, snort, and wheeze! All he said was said in his throat and nose, for it is thus the Flamands speak, but I heard him to the end of his paragraph without proffering a word of correction, whereat he looked vastly self-complacent, convinced, no doubt, that he had acquitted himself like a real born and bred “Anglais.” In the same unmoved silence I listened to a dozen in rotation, and when the twelfth had concluded with splutter, hiss, and mumble, I solemnly laid down the book.",Charlotte Brontë,bronte_the_professor,long
"Certainly that May day was a lovely one, and it closed in moonlight night of summer warmth and serenity. I remember this well; for, having sat up late that evening, correcting devoirs, and feeling weary and a little oppressed with the closeness of my small room, I opened the often-mentioned boarded window, whose boards, however, I had persuaded old Madame Pelet to have removed since I had filled the post of professor in the pensionnat de demoiselles, as, from that time, it was no longer “inconvenient” for me to overlook my own pupils at their sports. I sat down in the window-seat, rested my arm on the sill, and leaned out: above me was the clear-obscure of a cloudless night sky--splendid moonlight subdued the tremulous sparkle of the stars--below lay the garden, varied with silvery lustre and deep shade, and all fresh with dew--a grateful perfume exhaled from the closed blossoms of the fruit-trees--not a leaf stirred, the night was breezeless. My window looked directly down upon a certain walk of Mdlle. Reuter’s garden, called “l’allee defendue,” so named because the pupils were forbidden to enter it on account of its proximity to the boys’ school. It was here that the lilacs and laburnums grew especially thick; this was the most sheltered nook in the enclosure, its shrubs screened the garden-chair where that afternoon I had sat with the young directress. I need not say that my thoughts were chiefly with her as I leaned from the lattice, and let my eye roam, now over the walks and borders of the garden, now along the many-windowed front of the house which rose white beyond the masses of foliage. I wondered in what part of the building was situated her apartment; and a single light, shining through the persiennes of one",Charlotte Brontë,bronte_the_professor,long
"I said no more. I did not think the time was come for much parley. I had an instinctive feeling that it would be folly to let one’s temper effervesce often with such a man as Edward. I said to myself, “I will place my cup under this continual dropping; it shall stand there still and steady; when full, it will run over of itself--meantime patience. Two things are certain. I am capable of performing the work Mr. Crimsworth has set me; I can earn my wages conscientiously, and those wages are sufficient to enable me to live. As to the fact of my brother assuming towards me the bearing of a proud, harsh master, the fault is his, not mine; and shall his injustice, his bad feeling, turn me at once aside from the path I have chosen? No; at least, ere I deviate, I will advance far enough to see whither my career tends. As yet I am only pressing in at the entrance--a strait gate enough; it ought to have a good terminus.” While I thus reasoned, Mr. Crimsworth rang a bell; his first clerk, the individual dismissed previously to our conference, re-entered.",Charlotte Brontë,bronte_the_professor,long
"Once during my clerkship I had an invitation to Crimsworth Hall; it was on the occasion of a large party given in honour of the master’s birthday; he had always been accustomed to invite his clerks on similar anniversaries, and could not well pass me over; I was, however, kept strictly in the background. Mrs. Crimsworth, elegantly dressed in satin and lace, blooming in youth and health, vouchsafed me no more notice than was expressed by a distant move; Crimsworth, of course, never spoke to me; I was introduced to none of the band of young ladies, who, enveloped in silvery clouds of white gauze and muslin, sat in array against me on the opposite side of a long and large room; in fact, I was fairly isolated, and could but contemplate the shining ones from afar, and when weary of such a dazzling scene, turn for a change to the consideration of the carpet pattern. Mr. Crimsworth, standing on the rug, his elbow supported by the marble mantelpiece, and about him a group of very pretty girls, with whom he conversed gaily--Mr. Crimsworth, thus placed, glanced at me; I looked weary, solitary, kept down like some desolate tutor or governess; he was satisfied.",Charlotte Brontë,bronte_the_professor,long
"I know not whether Frances was really much altered since the time I first saw her; but, as I looked at her now, I felt that she was singularly changed for me; the sad eye, the pale cheek, the dejected and joyless countenance I remembered as her early attributes, were quite gone, and now I saw a face dressed in graces; smile, dimple, and rosy tint rounded its contours and brightened its hues. I had been accustomed to nurse a flattering idea that my strong attachment to her proved some particular perspicacity in my nature; she was not handsome, she was not rich, she was not even accomplished, yet was she my life’s treasure; I must then be a man of peculiar discernment. To-night my eyes opened on the mistake I had made; I began to suspect that it was only my tastes which were unique, not my power of discovering and appreciating the superiority of moral worth over physical charms. For me Frances had physical charms: in her there was no deformity to get over; none of those prominent defects of eyes, teeth, complexion, shape, which hold at bay the admiration of the boldest male champions of intellect (for women can love a downright ugly man if he be but talented); had she been either “edentee, myope, rugueuse, ou bossue,” my feelings towards her might still have been kindly, but they could never have been impassioned; I had affection for the poor little misshapen Sylvie, but for her I could never have had love. It is true Frances’ mental points had been the first to interest me, and they still retained the strongest hold on my preference; but I liked the graces of her person too. I derived a pleasure, purely material, from contemplating the clearness of her brown",Charlotte Brontë,bronte_the_professor,long
"I gave a short exercise: which they all wrote down. I saw the new pupil was puzzled at first with the novelty of the form and language; once or twice she looked at me with a sort of painful solicitude, as not comprehending at all what I meant; then she was not ready when the others were, she could not write her phrases so fast as they did; I would not help her, I went on relentless. She looked at me; her eye said most plainly, “I cannot follow you.” I disregarded the appeal, and, carelessly leaning back in my chair, glancing from time to time with a NONCHALANT air out of the window, I dictated a little faster. On looking towards her again, I perceived her face clouded with embarrassment, but she was still writing on most diligently; I paused a few seconds; she employed the interval in hurriedly re-perusing what she had written, and shame and discomfiture were apparent in her countenance; she evidently found she had made great nonsense of it. In ten minutes more the dictation was complete, and, having allowed a brief space in which to correct it, I took their books; it was with a reluctant hand Mdlle. Henri gave up hers, but, having once yielded it to my possession, she composed her anxious face, as if, for the present she had resolved to dismiss regret, and had made up her mind to be thought unprecedentedly stupid. Glancing over her exercise, I found that several lines had been omitted, but what was written contained very few faults; I instantly inscribed “Bon” at the bottom of the page, and returned it to her; she smiled, at first incredulously, then as if reassured, but did not lift her eyes; she could look at me, it seemed,",Charlotte Brontë,bronte_the_professor,long
"This, then, was my first glimpse of the garden; but I had not time to look long, the portress, after having answered in the affirmative my question as to whether her mistress was at home, opened the folding-doors of a room to the left, and having ushered me in, closed them behind me. I found myself in a salon with a very well-painted, highly varnished floor; chairs and sofas covered with white draperies, a green porcelain stove, walls hung with pictures in gilt frames, a gilt pendule and other ornaments on the mantelpiece, a large lustre pendent from the centre of the ceiling, mirrors, consoles, muslin curtains, and a handsome centre table completed the inventory of furniture. All looked extremely clean and glittering, but the general effect would have been somewhat chilling had not a second large pair of folding-doors, standing wide open, and disclosing another and smaller salon, more snugly furnished, offered some relief to the eye. This room was carpeted, and therein was a piano, a couch, a chiffonniere--above all, it contained a lofty window with a crimson curtain, which, being undrawn, afforded another glimpse of the garden, through the large, clear panes, round which some leaves of ivy, some tendrils of vine were trained.",Charlotte Brontë,bronte_the_professor,long
"In the course of my next lesson, I made a report of the other devoirs, dealing out praise and blame in very small retail parcels, according to my custom, for there was no use in blaming severely, and high encomiums were rarely merited. I said nothing of Mdlle. Henri’s exercise, and, spectacles on nose, I endeavoured to decipher in her countenance her sentiments at the omission. I wanted to find out whether in her existed a consciousness of her own talents. “If she thinks she did a clever thing in composing that devoir, she will now look mortified,” thought I. Grave as usual, almost sombre, was her face; as usual, her eyes were fastened on the cahier open before her; there was something, I thought, of expectation in her attitude, as I concluded a brief review of the last devoir, and when, casting it from me and rubbing my hands, I bade them take their grammars, some slight change did pass over her air and mien, as though she now relinquished a faint prospect of pleasant excitement; she had been waiting for something to be discussed in which she had a degree of interest; the discussion was not to come on, so expectation sank back, shrunk and sad, but attention, promptly filling up the void, repaired in a moment the transient collapse of feature; still, I felt, rather than saw, during the whole course of the lesson, that a hope had been wrenched from her, and that if she did not show distress, it was because she would not.",Charlotte Brontë,bronte_the_professor,long
"She still pursued me. “You will observe, monsieur, and tell me what you think; I could so much better rely on your opinion than on my own; women cannot judge of these things as men can, and, excuse my pertinacity, monsieur, but it is natural I should feel interested about this poor little girl (pauvre petite); she has scarcely any relations, her own efforts are all she has to look to, her acquirements must be her sole fortune; her present position has once been mine, or nearly so; it is then but natural I should sympathize with her; and sometimes when I see the difficulty she has in managing pupils, I feel quite chagrined. I doubt not she does her best, her intentions are excellent; but, monsieur, she wants tact and firmness. I have talked to her on the subject, but I am not fluent, and probably did not express myself with clearness; she never appears to comprehend me. Now, would you occasionally, when you see an opportunity, slip in a word of advice to her on the subject; men have so much more influence than women have--they argue so much more logically than we do; and you, monsieur, in particular, have so paramount a power of making yourself obeyed; a word of advice from you could not but do her good; even if she were sullen and headstrong (which I hope she is not), she would scarcely refuse to listen to you; for my own part, I can truly say that I never attend one of your lessons without deriving benefit from witnessing your management of the pupils. The other masters are a constant source of anxiety to me; they cannot impress the young ladies with sentiments of respect, nor restrain the levity natural to youth: in you, monsieur,",Charlotte Brontë,bronte_the_professor,long
"In the course of another fortnight I had seen sufficient of Frances Evans Henri, to enable me to form a more definite opinion of her character. I found her possessed in a somewhat remarkable degree of at least two good points, viz., perseverance and a sense of duty; I found she was really capable of applying to study, of contending with difficulties. At first I offered her the same help which I had always found it necessary to confer on the others; I began with unloosing for her each knotty point, but I soon discovered that such help was regarded by my new pupil as degrading; she recoiled from it with a certain proud impatience. Hereupon I appointed her long lessons, and left her to solve alone any perplexities they might present. She set to the task with serious ardour, and having quickly accomplished one labour, eagerly demanded more. So much for her perseverance; as to her sense of duty, it evinced itself thus: she liked to learn, but hated to teach; her progress as a pupil depended upon herself, and I saw that on herself she could calculate with certainty; her success as a teacher rested partly, perhaps chiefly, upon the will of others; it cost her a most painful effort to enter into conflict with this foreign will, to endeavour to bend it into subjection to her own; for in what regarded people in general the action of her will was impeded by many scruples; it was as unembarrassed as strong where her own affairs were concerned, and to it she could at any time subject her inclination, if that inclination went counter to her convictions of right; yet when called upon to wrestle with the propensities, the habits, the faults of others, of children especially, who are",Charlotte Brontë,bronte_the_professor,long
